Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,68.949997,70.300003,68.580002,69.430000,64.820992,4479000
2017-01-04,69.580002,71.580002,69.550003,70.540001,65.857307,3653200
2017-01-05,71.059998,72.129997,70.129997,70.550003,65.866653,3638300
2017-01-06,70.480003,71.190002,69.959999,70.379997,65.707932,3274300
2017-01-09,70.900002,72.300003,70.430000,71.860001,67.089676,3869500
2017-01-10,71.820000,72.199997,70.779999,70.839996,66.137390,3651200
2017-01-11,71.169998,72.559998,70.570000,71.449997,66.706894,4370700
2017-01-12,70.930000,71.029999,69.099998,70.750000,66.053360,3450900
2017-01-13,70.589996,71.820000,70.589996,71.000000,66.286766,2078400
2017-01-17,70.739998,72.339996,70.730003,71.620003,66.865616,4503300
2017-01-18,71.989998,73.470001,71.580002,73.239998,68.378075,4413100
2017-01-19,72.059998,73.110001,71.629997,71.669998,66.912292,4121300
2017-01-20,72.389999,73.400002,72.279999,72.629997,67.808571,3513000
2017-01-23,72.949997,73.000000,71.099998,72.650002,67.827248,4707200
2017-01-24,74.010002,76.519997,73.930000,76.010002,70.964195,6509200
2017-01-25,79.779999,81.260002,79.099998,80.019997,74.707977,13358900
2017-01-26,79.839996,81.669998,78.360001,78.470001,73.260887,9977800
2017-01-27,78.860001,80.040001,78.139999,79.519997,74.241188,5244200
2017-01-30,79.279999,79.860001,78.510002,79.220001,73.961098,3845900
2017-01-31,79.110001,79.910004,77.800003,79.730003,74.437241,3617800
2017-02-01,80.470001,80.699997,78.459999,79.160004,73.905083,3897800
2017-02-02,79.180000,79.930000,78.800003,79.230003,73.970451,2982700
2017-02-03,79.379997,79.849998,78.980003,79.129997,73.877068,2624900
2017-02-06,79.000000,79.650002,78.550003,78.940002,73.699692,2307400
2017-02-07,79.339996,79.589996,78.650002,79.050003,73.802376,2629200
2017-02-08,77.750000,77.889999,76.139999,77.080002,71.963165,4499200
2017-02-09,77.739998,78.580002,77.349998,78.050003,72.868782,2884900
2017-02-10,78.199997,78.449997,76.839996,77.360001,72.224564,2878200
2017-02-13,78.000000,78.669998,77.800003,78.470001,73.260887,2399900
2017-02-14,77.349998,77.470001,75.980003,76.410004,71.337639,5389000
2017-02-15,76.500000,77.000000,75.809998,76.010002,70.964195,3362100
2017-02-16,76.500000,77.699997,75.779999,75.949997,70.908165,2946400
2017-02-17,75.750000,75.809998,74.260002,74.910004,69.937210,4790700
2017-02-21,74.940002,75.550003,74.639999,74.900002,69.927864,3437500
2017-02-22,74.720001,75.470001,74.260002,74.470001,69.526421,2811400
2017-02-23,74.910004,75.389999,74.300003,74.589996,69.638458,2888100
2017-02-24,73.120003,74.660004,72.750000,74.650002,69.694473,4087500
2017-02-27,74.589996,76.209999,74.040001,76.099998,71.048218,4015500
2017-02-28,75.900002,77.620003,75.699997,76.879997,71.776436,5078100
2017-03-01,78.129997,78.500000,76.599998,78.320000,73.120834,4667800
2017-03-02,78.430000,79.150002,76.080002,76.279999,71.216255,4867100
2017-03-03,76.669998,78.220001,76.660004,77.540001,72.392632,3223100
2017-03-06,76.970001,77.599998,75.430000,76.800003,71.701759,3855000
2017-03-07,76.800003,77.379997,75.949997,76.800003,71.701759,2123200
2017-03-08,76.680000,77.150002,76.260002,76.449997,71.374969,1648500
2017-03-09,76.059998,76.070000,73.070000,74.260002,69.330353,5024800
2017-03-10,75.010002,75.480003,74.529999,75.000000,70.021225,2747200
2017-03-13,74.870003,76.010002,74.730003,75.699997,70.674759,2104200
2017-03-14,75.269997,75.800003,74.470001,75.699997,70.674759,2355000
2017-03-15,75.559998,76.949997,74.900002,76.720001,71.627052,3205800
2017-03-16,77.050003,77.870003,76.459999,77.139999,72.019173,2516000
2017-03-17,77.300003,77.620003,76.650002,76.870003,71.767105,3394300
2017-03-20,76.889999,77.599998,76.010002,76.419998,71.346970,3514900
2017-03-21,76.839996,77.010002,73.139999,73.220001,68.359398,5142600
2017-03-22,72.980003,75.040001,71.379997,74.930000,69.955887,3583900
2017-03-23,74.650002,76.290001,74.050003,76.190002,71.132233,3575700
2017-03-24,79.680000,81.099998,77.570000,78.180000,72.990128,8681900
2017-03-27,77.230003,79.120003,76.820000,78.570000,73.354240,3534000
2017-03-28,78.720001,81.000000,78.589996,80.559998,75.212143,4000400
2017-03-29,80.000000,81.489998,79.550003,81.389999,76.461609,4498400
2017-03-30,81.070000,84.279999,80.900002,83.750000,78.678711,6704000
2017-03-31,83.610001,84.000000,82.389999,82.529999,77.532585,4155100
2017-04-03,82.599998,82.930000,80.510002,82.139999,77.166191,4051500
2017-04-04,81.870003,83.410004,81.500000,82.989998,77.964714,2902400
2017-04-05,83.370003,84.730003,82.059998,82.699997,77.692291,4093400
2017-04-06,82.800003,84.330002,82.500000,84.089996,78.998108,3160000
2017-04-07,84.059998,85.370003,83.059998,85.169998,80.012718,4234900
2017-04-10,85.400002,86.260002,84.099998,84.779999,79.646332,5373600
2017-04-11,86.550003,88.000000,84.720001,86.050003,80.839432,7809000
2017-04-12,86.250000,86.480003,83.690002,84.209999,79.110855,5763900
2017-04-13,83.800003,84.750000,83.019997,83.500000,78.443840,5045700
2017-04-17,83.580002,84.449997,83.070000,84.160004,79.063881,3868300
2017-04-18,83.820000,84.180000,82.550003,82.870003,77.851997,3799000
2017-04-19,83.440002,83.830002,82.629997,82.800003,77.786224,2625200
2017-04-20,83.379997,84.589996,83.230003,84.410004,79.298737,2796400
2017-04-21,84.650002,84.820000,83.110001,83.110001,78.077469,2670500
2017-04-24,84.559998,86.470001,84.160004,85.769997,80.576378,4009400
2017-04-25,87.000000,87.470001,85.089996,86.879997,81.619171,3957600
2017-04-26,84.500000,85.370003,83.449997,84.610001,79.486633,7984900
2017-04-27,85.129997,85.989998,83.790001,85.709999,80.520020,6021600
2017-04-28,90.629997,91.000000,86.410004,89.070000,83.676567,17336200
2017-05-01,88.000000,88.430000,86.129997,87.699997,82.389519,8368400
2017-05-02,87.800003,88.110001,86.129997,87.290001,82.004349,4849300
2017-05-03,87.029999,89.330002,86.480003,89.220001,83.817490,4382100
2017-05-04,89.349998,90.349998,88.540001,89.169998,83.770500,3337800
2017-05-05,88.930000,90.739998,88.610001,90.720001,85.226654,3057000
2017-05-08,90.339996,90.650002,89.559998,89.900002,84.456299,3901300
2017-05-09,88.930000,90.510002,88.430000,88.879997,83.498062,3841700
2017-05-10,88.910004,89.800003,88.750000,89.540001,84.118095,2376700
2017-05-11,89.019997,89.900002,88.589996,89.680000,84.249626,2124100
2017-05-12,89.750000,90.099998,89.080002,89.650002,84.221443,1981200
2017-05-15,89.540001,89.779999,88.510002,89.019997,83.629585,3022400
2017-05-16,89.010002,89.589996,88.730003,88.959999,83.573227,2197200
2017-05-17,88.260002,88.360001,85.139999,85.220001,80.059692,3965200
2017-05-18,85.730003,86.510002,84.129997,86.110001,80.895798,3364700
2017-05-19,86.550003,87.480003,86.410004,86.660004,81.412506,3026300
2017-05-22,88.620003,88.790001,86.790001,87.980003,82.652550,3235500
2017-05-23,88.099998,88.320000,86.320000,88.029999,82.699532,2662400
2017-05-24,88.680000,90.809998,88.550003,89.699997,84.268410,6120200
2017-05-25,90.300003,90.370003,88.550003,89.269997,83.864441,3306900
2017-05-26,89.019997,90.080002,88.300003,90.010002,84.559647,2939700
2017-05-30,90.080002,92.269997,89.839996,91.290001,85.762138,3351300
2017-05-31,91.809998,91.849998,89.680000,90.059998,84.606628,5531700
2017-06-01,89.940002,91.769997,89.750000,91.589996,86.043968,3520300
2017-06-02,92.300003,92.500000,90.610001,91.519997,85.978195,3191100
2017-06-05,91.440002,91.500000,89.230003,89.419998,84.005371,4286100
2017-06-06,89.250000,90.180000,89.180000,89.940002,84.493889,3626200
2017-06-07,89.970001,91.290001,89.699997,89.930000,84.484497,2938000
2017-06-08,90.400002,91.129997,89.410004,91.019997,85.508484,2642200
2017-06-09,91.099998,91.940002,84.190002,86.010002,80.801849,6027200
2017-06-12,84.820000,86.720001,82.139999,86.639999,81.393707,5915100
2017-06-13,88.540001,90.430000,87.690002,90.050003,84.597221,5038600
2017-06-14,90.250000,90.470001,86.930000,87.800003,82.483467,4226100
2017-06-15,86.320000,87.720001,85.599998,87.309998,82.023140,2720200
2017-06-16,87.760002,88.480003,86.790001,87.120003,81.844635,4295000
2017-06-19,88.139999,88.919998,87.660004,88.639999,83.272606,2520200
2017-06-20,88.690002,89.589996,88.169998,88.230003,82.887428,4471600
2017-06-21,88.059998,91.849998,87.870003,91.029999,85.517876,4349400
2017-06-22,91.269997,91.300003,89.760002,90.250000,84.785103,2285300
2017-06-23,90.930000,95.000000,90.610001,93.339996,87.688011,8322200
2017-06-26,94.000000,94.910004,92.540001,92.660004,87.049187,3717900
2017-06-27,91.250000,92.900002,89.809998,91.849998,86.288223,5356400
2017-06-28,91.430000,93.699997,90.860001,93.669998,88.479668,3692200
2017-06-29,93.199997,93.230003,90.800003,91.650002,86.571602,5673300
2017-06-30,92.320000,92.400002,88.279999,88.599998,83.690598,6614900
2017-07-03,89.000000,89.250000,85.260002,85.290001,80.564011,4562300
2017-07-05,85.949997,86.750000,84.459999,86.410004,81.621956,5119800
2017-07-06,86.169998,86.580002,84.739998,86.120003,81.348030,4143800
2017-07-07,86.540001,88.519997,86.080002,86.940002,82.122581,3436800
2017-07-10,86.870003,89.510002,86.309998,89.269997,84.323471,4909500
2017-07-11,89.379997,92.160004,89.269997,91.750000,86.666054,5130800
2017-07-12,92.900002,95.510002,92.610001,94.129997,88.914177,5555200
2017-07-13,93.510002,94.620003,92.610001,92.800003,87.657890,4140700
2017-07-14,93.360001,95.489998,93.199997,94.440002,89.207008,3471200
2017-07-17,94.150002,94.940002,93.849998,94.570000,89.329796,2557000
2017-07-18,94.160004,94.820000,93.599998,94.269997,89.046432,2211900
2017-07-19,94.419998,94.610001,93.449997,94.480003,89.244789,2853100
2017-07-20,95.000000,95.559998,94.230003,95.010002,89.745422,3358900
2017-07-21,94.699997,95.769997,94.500000,94.820000,89.565941,2183300
2017-07-24,94.940002,95.690002,94.480003,94.620003,89.377022,2254900
2017-07-25,91.040001,95.050003,90.750000,93.750000,88.555237,5024700
2017-07-26,94.260002,94.489998,92.529999,92.959999,87.809021,2503800
2017-07-27,93.010002,94.250000,91.220001,91.900002,86.807739,5241700
