Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,83.349998,83.849998,81.709999,82.500000,80.234283,3277100
2017-01-04,82.739998,83.400002,82.250000,82.339996,80.078674,4016200
2017-01-05,82.070000,83.070000,81.660004,81.779999,79.534065,2828200
2017-01-06,81.790001,83.019997,81.330002,82.300003,80.039787,2306200
2017-01-09,82.050003,82.699997,81.599998,82.250000,79.991142,2643000
2017-01-10,82.089996,82.419998,81.660004,81.930000,79.679932,2168000
2017-01-11,82.279999,83.419998,81.800003,82.839996,80.564941,2887300
2017-01-12,82.690002,82.760002,81.040001,81.889999,79.641037,2281600
2017-01-13,81.930000,82.650002,81.930000,82.639999,80.370445,1671400
2017-01-17,82.570000,82.900002,82.209999,82.379997,80.117577,2112600
2017-01-18,82.410004,83.099998,82.070000,83.000000,80.720558,1467300
2017-01-19,83.720001,85.290001,83.720001,84.529999,82.208527,3465000
2017-01-20,84.870003,85.760002,84.160004,84.379997,82.062653,2449800
2017-01-23,84.150002,84.529999,83.820000,84.370003,82.052933,1452000
2017-01-24,84.349998,84.970001,84.019997,84.510002,82.189087,1455600
2017-01-25,84.790001,85.699997,84.239998,85.610001,83.258873,2094600
2017-01-26,85.790001,86.239998,85.540001,85.839996,83.482559,2148200
2017-01-27,85.970001,86.320000,85.529999,86.080002,83.715965,1693400
2017-01-30,85.830002,85.830002,84.589996,85.260002,82.918495,2251100
2017-01-31,85.239998,85.239998,84.360001,84.599998,82.276604,2462000
2017-02-01,84.489998,85.209999,84.269997,84.639999,82.315514,2241700
2017-02-02,84.400002,84.809998,83.809998,84.500000,82.179367,1803800
2017-02-03,84.769997,85.519997,84.769997,85.449997,83.103264,1386600
2017-02-06,85.459999,85.730003,85.199997,85.650002,83.297775,1224300
2017-02-07,85.559998,86.339996,85.550003,85.809998,83.453377,1547700
2017-02-08,85.720001,86.480003,85.370003,86.360001,83.988281,1869500
2017-02-09,86.860001,86.970001,86.260002,86.790001,84.406479,2460800
2017-02-10,86.989998,86.989998,86.440002,86.449997,84.075798,1866600
2017-02-13,86.839996,87.419998,86.589996,87.379997,84.980247,1504200
2017-02-14,87.309998,87.910004,87.059998,87.889999,85.476250,2366700
2017-02-15,87.570000,89.459999,87.269997,89.459999,87.003136,3447100
2017-02-16,89.099998,91.070000,88.500000,89.440002,86.983704,3415900
2017-02-17,89.279999,89.660004,87.239998,89.360001,86.905884,5275200
2017-02-21,88.540001,88.879997,87.739998,87.989998,85.573509,3637100
2017-02-22,87.699997,88.029999,87.610001,87.680000,85.563759,1986600
2017-02-23,87.820000,87.989998,86.959999,87.000000,84.900169,2013400
2017-02-24,87.029999,87.589996,86.800003,87.080002,84.978241,2521700
2017-02-27,86.970001,87.650002,86.750000,87.449997,85.339302,1885100
2017-02-28,87.309998,87.750000,86.889999,86.989998,84.890404,2587200
2017-03-01,87.500000,88.930000,87.379997,88.489998,86.354202,2589500
2017-03-02,88.199997,88.220001,87.220001,87.519997,85.407623,2968500
2017-03-03,87.339996,87.690002,86.419998,86.790001,84.695236,2061600
2017-03-06,86.580002,87.029999,86.059998,86.720001,84.626915,2107000
2017-03-07,86.660004,86.839996,85.930000,86.150002,84.070694,1909100
2017-03-08,85.949997,86.709999,85.629997,86.389999,84.304886,2709200
2017-03-09,86.440002,87.110001,86.050003,86.309998,84.226822,1906300
2017-03-10,86.980003,87.019997,86.029999,86.620003,84.529335,2187400
2017-03-13,86.589996,87.080002,86.419998,87.029999,84.929443,2236200
2017-03-14,86.860001,86.860001,86.250000,86.269997,84.187782,2058900
2017-03-15,86.680000,88.089996,86.669998,87.820000,85.700378,2012100
2017-03-16,87.820000,88.500000,87.349998,88.059998,85.934578,1846400
2017-03-17,88.389999,88.489998,87.889999,88.330002,86.198074,3015200
2017-03-20,88.339996,89.230003,88.309998,88.680000,86.539612,2198100
2017-03-21,90.019997,91.570000,88.669998,89.099998,86.949478,5486100
2017-03-22,89.269997,92.260002,89.050003,92.139999,89.916107,4540100
2017-03-23,92.139999,93.690002,92.080002,93.139999,90.891968,4658400
2017-03-24,93.500000,93.860001,93.250000,93.500000,91.243286,2274900
2017-03-27,92.989998,93.529999,92.449997,93.169998,90.921242,2151700
2017-03-28,93.169998,94.989998,93.000000,94.489998,92.209381,2256900
2017-03-29,94.010002,94.699997,93.860001,94.589996,92.306976,1663200
2017-03-30,94.400002,95.419998,94.400002,94.639999,92.355766,2078600
2017-03-31,94.599998,94.980003,93.989998,94.180000,91.906868,2269700
2017-04-03,94.279999,94.529999,92.080002,92.750000,90.511398,3635600
2017-04-04,92.669998,92.989998,91.930000,92.470001,90.238152,3097500
2017-04-05,92.800003,93.220001,91.550003,91.959999,89.740440,2686500
2017-04-06,91.900002,92.150002,91.070000,91.769997,89.555031,2516000
2017-04-07,91.730003,91.730003,90.250000,91.209999,89.008545,2954500
2017-04-10,91.040001,91.720001,90.660004,91.059998,88.862183,2152900
2017-04-11,91.160004,91.589996,90.790001,91.400002,89.193977,2732300
2017-04-12,91.980003,92.000000,90.879997,91.750000,89.535522,3416300
2017-04-13,91.699997,92.120003,91.320000,91.550003,89.340355,2244900
2017-04-17,91.910004,91.980003,91.599998,91.949997,89.730690,1284000
2017-04-18,91.589996,92.250000,90.000000,92.019997,89.799019,3102400
2017-04-19,92.089996,92.419998,91.180000,91.489998,89.281784,2025800
2017-04-20,91.959999,92.980003,90.669998,92.769997,90.530899,2792900
2017-04-21,92.769997,92.949997,92.239998,92.470001,90.238152,2521400
2017-04-24,93.650002,93.900002,93.150002,93.519997,91.262802,2085000
2017-04-25,93.989998,94.769997,93.750000,94.570000,92.287460,1637800
2017-04-26,94.559998,96.820000,94.360001,96.300003,93.975700,3614500
2017-04-27,96.320000,96.430000,95.419998,95.739998,93.429214,3655300
2017-04-28,95.910004,96.019997,93.699997,94.419998,92.141068,2859800
2017-05-01,94.720001,96.059998,94.459999,95.580002,93.273087,1676100
2017-05-02,95.919998,97.169998,95.739998,97.099998,94.756393,2483000
2017-05-03,97.199997,97.309998,96.559998,96.989998,94.649040,2387200
2017-05-04,97.190002,97.379997,96.669998,96.879997,94.541702,2571100
2017-05-05,97.220001,97.220001,96.739998,97.050003,94.707603,3038500
2017-05-08,97.089996,97.550003,95.889999,96.370003,94.044006,3955100
2017-05-09,101.199997,103.220001,99.349998,102.500000,100.026062,6721600
2017-05-10,102.339996,103.430000,101.709999,103.239998,100.748199,2610900
2017-05-11,103.080002,103.620003,102.570000,102.820000,100.338333,1622600
2017-05-12,102.769997,103.099998,102.050003,102.449997,99.977264,1958000
2017-05-15,102.400002,104.339996,102.250000,104.059998,101.548409,2416700
2017-05-16,104.510002,104.519997,103.430000,103.989998,101.480095,2406100
2017-05-17,103.070000,103.099998,102.059998,102.110001,99.962692,1943900
2017-05-18,102.129997,103.709999,101.739998,102.529999,100.373863,3512100
2017-05-19,102.570000,103.250000,102.370003,102.820000,100.657761,1976500
2017-05-22,102.930000,104.330002,102.690002,104.220001,102.028313,2016300
2017-05-23,104.120003,105.529999,103.879997,105.489998,103.271614,2867500
2017-05-24,105.949997,106.099998,105.510002,105.879997,103.653404,1655600
2017-05-25,106.000000,107.449997,106.000000,106.529999,104.289749,5163000
2017-05-26,106.690002,107.500000,106.550003,106.900002,104.651970,1794700
2017-05-30,106.650002,107.239998,106.410004,106.739998,104.495338,2129100
2017-05-31,107.010002,107.680000,106.389999,107.650002,105.386185,3013600
2017-06-01,108.000000,108.989998,107.650002,108.680000,106.394531,1778300
2017-06-02,108.889999,110.510002,108.760002,110.059998,107.745522,2886800
2017-06-05,110.099998,110.349998,107.800003,108.190002,105.914848,2194100
2017-06-06,107.320000,107.510002,104.919998,104.989998,102.782120,4531600
2017-06-07,105.500000,105.610001,103.120003,105.120003,102.909401,4503600
2017-06-08,104.559998,105.169998,102.400002,105.080002,102.870232,3314100
2017-06-09,104.980003,105.459999,101.860001,102.419998,100.266174,3629500
2017-06-12,101.790001,102.489998,100.769997,102.070000,99.923531,5035400
2017-06-13,102.550003,103.889999,102.250000,103.879997,101.695473,2978400
2017-06-14,104.379997,104.910004,102.860001,103.910004,101.724838,2316100
2017-06-15,103.349998,104.820000,102.540001,104.739998,102.537376,1559900
2017-06-16,104.410004,105.309998,103.970001,104.500000,102.302429,3960300
2017-06-19,105.010002,106.309998,104.639999,105.930000,103.702362,1636900
2017-06-20,105.430000,105.879997,104.160004,104.190002,101.998962,1641500
2017-06-21,104.320000,104.750000,103.669998,104.129997,101.940224,1441300
2017-06-22,104.089996,104.400002,103.389999,103.889999,101.705269,1516800
2017-06-23,103.809998,104.449997,103.320000,104.059998,101.871689,6252400
2017-06-26,104.070000,105.150002,103.510002,103.930000,101.744431,2114500
2017-06-27,103.529999,103.559998,100.889999,101.029999,98.905403,2719000
2017-06-28,101.000000,102.510002,100.470001,101.980003,99.835434,2059200
